8536919744,1.22,0.97
6408325533,1.26,0.77
5319047612,1.3469,0.77
8724380666,1.4,0.97
4744073127,1.42,0.97
8483400755,1.46,0.77
10925288616,1.46,0.97
6807638360,1.46,0.77
6028497716,1.48,0.97
9369433766,1.52,0.97
6184163826,1.52,0.97
3471567822,1.52,0.97
9445782126,1.52,0.83
4265470174,1.56,0.97
7074513729,1.56,0.77
5570426341,1.56,0.97
3887621073,1.58,0.77
5927908371,1.6,0.97
6079875162,1.6,0.97
10672253555,1.6148,0.8
6985991227,1.62,0.8
4472730048,1.6224,0.77
10132105415,1.64,0.97
4970624827,1.66,0.97
8222762296,1.66,0.97
4177089041,1.66,0.97
8643336872,1.68,0.77
7558781186,1.68,0.8
6223028206,1.68,0.97
6238991743,1.68,0.97
4627984833,1.7,0.97
10178280003,1.7,0.97
10650618913,1.7,0.8
5993312864,1.72,0.97
5542380796,1.72,0.97
6369679907,1.72,0.8
4204485800,1.7297,0.8
4834450895,1.74,0.8
5475555707,1.74,0.97
5266893553,1.74,0.97
11635304003,1.74,0.77
7863416600,1.78,0.97
6792979288,1.78,0.97
7978973307,1.78,0.97
6497033987,1.8,0.77
12567402335,1.8,0.8
6268574586,1.8,0.8
6275674780,1.82,0.8
6323632937,1.82,0.97
9058636581,1.82,0.97
10694139655,1.82,0.8
4321531777,1.82,0.97
4905336825,1.8281,0.8
5043852749,1.84,0.8
8625682550,1.84,0.8
5150451769,1.84,0.97
5048882871,1.84,0.77
4879585643,1.84,0.97
6268902756,1.8431,0.97
5935222726,1.86,0.97
5962679589,1.86,0.97
3770747002,1.86,0.8
7848940332,1.86,0.8
11095294653,1.86,0.77
6783810490,1.88,0.97
10417424703,1.88,0.97
7983363078,1.9,0.97
6661657005,1.9,0.97
8017059368,1.9072,0.97
7495449440,1.92,0.8
5504464599,1.94,0.77
6131895268,1.94,0.97
9814654176,1.94,0.77
11688667226,1.94,0.77
4933934170,1.96,0.77
4677538291,1.96,0.97
6299595444,1.96,0.97
4991520511,1.98,0.97
4823416929,1.98,0.97
9047671138,1.98,0.8
8257892715,1.98,0.77
7087189849,1.98,0.97
8339870239,1.9921,0.8
6008700446,2,0.97
8592011515,2,0.8
4907486229,2,0.97
6749780445,2.02,0.97
7545358086,2.02,0.97
8527434285,2.02,0.77
8110008288,2.02,0.8
8663100289,2.0349,0.97
6120978816,2.04,0.97
5460445525,2.04,0.97
8582023917,2.04,0.97
5506184490,2.04,0.8
5956265529,2.04,0.97
4639129836,2.06,0.97
9427595515,2.06,0.97
4959664675,2.06,0.97
7171297739,2.06,0.8
10716218856,2.06,0.8
7123683275,2.06,0.97
8195899669,2.06,0.97
6212970517,2.06,0.97
5733977738,2.06,0.97
4775312025,2.08,0.83
3496871384,2.08,0.97
9765162404,2.08,0.8
5625415555,2.08,0.97
7651248048,2.08,0.97
9618443862,2.08,0.97
8336226077,2.08,0.97
8372557828,2.08,0.97
8554748075,2.0891,0.8
9000209228,2.1,0.97
8477990214,2.1,0.8
9564154386,2.1,0.97
10625504535,2.1,0.97
8144762018,2.1,0.97
7917797604,2.1057,0.97
5134310379,2.12,0.97
8069024908,2.12,0.77
9136867624,2.12,0.83
6149591212,2.14,0.97
6346026937,2.14,0.97
5078125268,2.14,0.8
8587927758,2.14,0.77
5115335471,2.16,0.97
12461764004,2.16,0.8
11907021903,2.16,0.97
4820762619,2.16,0.97
11061444876,2.16,0.8
5819852885,2.16,0.77
8324243833,2.16,0.77
8685321568,2.18,0.97
10102107193,2.18,0.97
8278672659,2.18,0.97
7962972726,2.18,0.97
5044148124,2.18,0.97
5460258278,2.18,0.97
4914377539,2.2,0.97
5031142078,2.2,0.97
6370967061,2.2,0.97
4866613201,2.2,0.97
6173852301,2.2,0.97
8731159058,2.2,0.97
10716551125,2.22,0.77
9455400456,2.22,0.77
6123040072,2.22,0.77
8320880668,2.22,0.97
5433352304,2.22,0.8
8433382995,2.22,0.97
9189459433,2.22,0.97
5553355582,2.22,0.77
5453773681,2.24,0.97
5045897151,2.24,0.97
7548305462,2.24,0.97
6059351914,2.24,0.97
3374751086,2.24,0.97
5806274886,2.24,0.97
4915461487,2.24,0.77
5208145791,2.24,0.97
5310216885,2.24,0.97
4005506137,2.24,0.97
6740483069,2.2422,0.97
6629527951,2.255,0.97
8729280042,2.26,0.97
9256674744,2.26,0.97
11237101334,2.26,0.97
5636101558,2.26,0.97
4206970561,2.26,0.8
9234105504,2.26,0.97
5134417428,2.26,0.8
4966446054,2.26,0.97
5093919014,2.26,0.97
3934294391,2.26,0.83
5419510404,2.26,0.97
8251526312,2.28,0.97
4735334918,2.28,0.8
5014400375,2.28,0.97
8479579728,2.28,0.97
7390590300,2.28,0.77
11469243925,2.28,0.97
8507613491,2.28,0.97
8440795977,2.28,0.97
3533765114,2.28,0.97
6329730783,2.28,0.77
5009379117,2.2996,0.97
8478531549,2.3,0.97
5266882983,2.3,0.97
5777975441,2.3,0.8
5412442677,2.3,0.97
3318634083,2.3,0.97
4629711727,2.3,0.97
10127250986,2.3,0.97
5869559051,2.3,0.97
10201521555,2.3,0.97
10404182556,2.32,0.97
7175971942,2.32,0.97
4773686738,2.32,0.97
8632107216,2.32,0.83
5133219451,2.32,0.97
8304230962,2.32,0.97
7287459080,2.32,0.97
6270222640,2.32,0.97
4970919913,2.32,0.8
7550224002,2.34,0.97
4258186896,2.34,0.97
12387439244,2.34,0.97
3763235915,2.3439,0.97
8635322862,2.36,0.97
5107749210,2.36,0.8
4506003922,2.36,0.97
9717753449,2.36,0.97
5790468384,2.36,0.8
8591330227,2.36,0.8
7722155622,2.36,0.97
8415984918,2.38,0.83
5865474554,2.38,0.8
4472493392,2.38,0.8
6497857295,2.38,0.97
3504083604,2.38,0.97
7517202292,2.38,0.97
8140107150,2.4,0.97
5020714258,2.4,0.97
5424989067,2.4,0.97
5850199057,2.4,0.97
4095112467,2.4,0.97
8281880253,2.4,0.97
8933125503,2.4,0.77
7136906983,2.4,0.97
7897750494,2.4,0.97
6096480589,2.4,0.8
6917745987,2.4,0.97
6469679863,2.4,0.97
12099271596,2.4,0.97
5858312093,2.4,0.77
3343535739,2.4,0.97
11359714186,2.4,0.97
3339387387,2.42,0.97
5415012877,2.42,0.97
4866009712,2.42,0.97
8092884510,2.42,0.8
7495255120,2.42,0.97
5392736832,2.42,0.97
5268797415,2.44,0.97
5914119796,2.44,0.97
7547384258,2.44,0.97
3561516939,2.44,0.97
8532196494,2.46,0.97
10785115855,2.46,0.97
5119193300,2.46,0.97
4897814885,2.46,0.8
7708735292,2.46,0.8
5668545266,2.46,0.97
5564209652,2.46,0.8
5346134105,2.46,0.97
8039356416,2.46,0.97
6422437813,2.46,0.97
5550087163,2.46,0.97
8317937019,2.48,0.97
3744752110,2.48,0.97
8731237129,2.48,0.97
8013211059,2.48,0.97
5858864133,2.48,0.8
5319413177,2.48,0.97
7177427229,2.48,0.97
5941894437,2.48,0.8
6340146486,2.48,0.8
4871910775,2.48,0.97
8699104416,2.48,0.97
12439507093,2.5,0.97
5493602442,2.5,0.97
8675766145,2.5,0.97
12952440214,2.5,0.97
9298912586,2.5,0.83
6015938306,2.5,0.83
5072411175,2.5,0.97
5620430600,2.5,0.97
6812062788,2.52,0.97
7938991482,2.52,0.97
5636445745,2.52,0.97
4889669313,2.52,0.97
6294328198,2.52,0.8
4159445902,2.52,0.97
10411421606,2.52,0.97
5004709068,2.52,0.97
5960200024,2.52,0.97
5621374631,2.52,0.8
